10000
8.41786e+07	-21.1234	59.688	-60.4897		5.66198	8.23295	-3.29554
7.70547e+07	-44.4451	-4.52059	-27.0431		1.0794	2.57742	0.268018
9.52707e+07	83.239	43.4594	21.3938		2.71423	-7.16795	-9.67399
2.50458e+07	-72.5537	-68.6642	-74.0419		6.08354	-1.98111	-7.82382
9.98935e+07	-56.3486	67.8224	-40.7937		0.258648	2.2528	2.75105
5.29044e+07	-1.2834	-41.4966	5.349		9.4555	5.42715	5.39828
4.06226e+07	78.3059	-29.5083	83.8053		-4.33371	6.15449	-8.60489
9.49834e+07	5.19907	-61.5572	78.0465		-8.27888	3.26454	-3.02214
7.35296e+06	-95.9954	-87.3808	94.1268		-0.845965	-5.2344	8.04416
8.52411e+07	-46.6669	-24.9586	2.50707		0.795207	5.20497	3.35448
5.3629e+07	-92.1439	86.367	44.1905		-1.24725	8.6162	-4.31413
7.41149e+07	27.9958	37.5723	-11.9791		-2.91903	-6.68052	7.6015
8.30909e+07	-33.9326	78.6745	37.334		-5.42064	-2.9928	9.12937
5.92754e+07	31.4608	-12.088	-20.3127		7.17353	8.4794	6.29534
6.87376e+07	82.1944	-56.835	84.0257		-0.350187	9.00505	-7.0468
8.82252e+07	28.2161	23.9193	57.2004		-1.36093	-4.37881	-3.85084
4.52563e+07	-54.7787	-44.7531	-16.6997		-6.24934	1.12888	-6.60786
9.07736e+07	-79.3658	-0.911187	96.9503		-7.47849	5.2095	8.70008
6.87601e+07	-23.3623	-26.2673	-53.5477		4.99542	-4.11679	1.68977
2.51969e+07	-69.522	-74.905	-67.1796		4.64297	5.86941	4.90143
8.37845e+06	90.0208	4.31268	-51.9875		-8.94941	-6.47579	5.95596
7.35328e+07	31.3127	27.8917	-81.3039		9.3481	5.1947	-7.30195
5.25008e+07	-84.3536	-59.069	63.9355		-8.60187	-0.771591	1.46637
7.58025e+07	-89.6122	99.9987	77.9911		-6.84386	-5.91343	-7.49063
9.97821e+07	-89.1885	-85.5342	84.6138		7.4108	-9.91677	1.87784
1.88569e+07	-67.3737	82.6053	-28.1809		-2.1662	6.3939	1.0497
5.83636e+07	-9.48483	-80.072	51.4588		3.74775	0.61616	-3.9141
9.92306e+07	15.3942	49.5619	-92.9158		7.55228	2.5782	4.95606
8.34906e+07	85.0753	66.2075	48.7622		7.46543	9.58868	8.06733
9.8376e+07	33.3761	-67.2064	77.7898		-0.0548296	6.60024	-8.46011
6.5321e+07	-50.3912	-54.1726	-36.6266		2.58959	4.0124	-3.42446
2.39114e+07	-85.1678	-55.2687	2.13719		2.66144	3.02264	9.42931
2.87242e+07	9.22138	-77.3439	18.508		4.38537	-0.570331	8.88636
4.56408e+07	-32.7298	-13.0973	-31.0114		6.95369	-9.93537	1.96963
8.34911e+07	-53.2217	-3.40994	-39.0089		3.50952	-0.361284	4.24175
1.9073e+07	24.3646	-17.2033	34.7873		-9.18271	3.91968	2.7528
3.53645e+07	-63.0755	25.4316	-34.3251		2.18212	4.61459	4.80877
2.10191e+07	84.1829	30.6261	6.48819		3.69513	-4.85469	-8.24713
2.67892e+07	75.4768	-81.252	-27.6798		3.7225	-7.77449	1.53381
5.97279e+07	33.3113	55.1534	-34.0716		-4.22444	-4.23241	-6.20498
9.8452e+07	-99.2843	-33.7042	-12.7006		6.54782	-6.23598	9.17274
9.19741e+07	52.9743	-75.7714	-23.2336		3.98151	3.71572	5.48547
9.43621e+07	83.2546	-59.2904	9.60841		7.23834	5.87314	-4.05423
9.05883e+07	81.9286	-0.371215	-67.4487		7.47958	1.52399	-4.52178
8.65933e+07	-1.52024	69.7884	-41.7893		-0.726757	-0.0804521	-6.39158
6.87337e+07	45.5101	20.6218	67.6267		-7.21884	-0.151566	4.48504
1.86425e+07	-55.6069	-75.7482	-27.9115		-0.0294904	-7.23523	-3.50386
9.32576e+07	81.6969	67.3656	-0.785116		2.44191	6.36255	-3.30057
4.00384e+07	31.7662	-48.2188	-85.491		2.17766	-6.9754	-7.84303
6.50735e+07	-27.2803	-33.7228	-14.5345		-4.23461	-8.17703	8.68989
5.87735e+07	-46.9077	52.3556	-68.5456		3.17493	-0.251463	7.66073
6.29409e+07	3.54294	11.5121	65.9878		-5.84313	-1.47601	-2.11223
2.51884e+07	-34.7973	27.7308	-32.3514		4.5872	9.69689	7.95121
1.44714e+07	-17.8424	56.6564	-41.2644		-9.89183	5.48772	-7.70664
8.66879e+07	44.2012	-10.179	41.5818		-9.01675	9.72934	-5.78234
4.79155e+07	73.0362	-80.0881	-39.6474		-8.12161	-2.34208	3.1424
8.11004e+07	-73.6596	-89.3155	56.1737		-8.96983	-0.845688	3.84153
4.48135e+07	-76.1777	15.727	19.0091		1.79273	0.597984	-2.76166
3.11243e+07	77.7447	-66.0359	5.14942		-0.468307	2.19458	2.37851
6.00234e+07	-53.2688	-85.982	84.7456		6.59617	-8.02325	-6.60701
4.86916e+07	-54.9018	-41.8343	75.6555		6.53539	-2.85614	-3.11498
